Age_band_of_driver,Educational_level,Driving_experience,Service_year_of_vehicle,Number_of_vehicles_involved,Number_of_casualties,Age_band_of_casualty,Casualty_severity,Accident_severity,Sex_of_driver_Female,Sex_of_driver_Male,Sex_of_driver_Unknown,Vehicle_driver_relation_Employee,Vehicle_driver_relation_Other,Vehicle_driver_relation_Owner,Vehicle_driver_relation_Unknown,Owner_of_vehicle_Governmental,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Road_surface_type_Asphalt roads,Road_surface_type_Asphalt roads with some distress,Road_surface_type_Earth roads,Road_surface_type_Gravel roads,Road_surface_type_Other,Road_surface_conditions_Dry,Road_surface_conditions_Flood over 3cm. deep,Road_surface_conditions_Snow,Road_surface_conditions_Wet or damp,Light_conditions_Darkness - lights lit,Light_conditions_Darkness - lights unlit,Light_conditions_Daylight,Sex_of_casualty_Female,Sex_of_casualty_Male,Sex_of_casualty_unknown,Fitness_of_casuality_Blind,Fitness_of_casuality_Deaf,Fitness_of_casuality_Normal,Fitness_of_casuality_Other,Fitness_of_casuality_unknown,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Time_encoded,Type_of_vehicle_encoded,Area_accident_occured_encoded,Lanes_or_Medians_encoded,Road_allignment_encoded,Types_of_Junction_encoded,Weather_conditions_encoded,Type_of_collision_encoded,Vehicle_movement_encoded,Cause_of_accident_encoded,Pedestrian_movement_encoded
3,4,3,5,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8160919540229885,1.8303904501367818,1.8410852713178294,1.8239600665557405,1.8241758241758241,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8419618528610355,1.8305602716468592,1.8317038339009117
3,4,1,5,1,1,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8463576158940398,1.8319661943823018,1.8316279069767443,1.8325605358062855,1.8201634877384196,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8112379280070237,1.8334981866139137
1,4,4,2,2,1,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.860392967942089,1.8343373493975903,1.8446026097271648,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8219824679703305,1.834099396725079,1.8296167247386759,1.8348573317175279
0,4,4,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.860392967942089,1.8311688311688312,1.7949336550060313,1.8288787483702738,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8296167247386759,1.8348573317175279
3,4,2,2,1,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8634496919917864,1.8288524590163935,1.83594604447685,1.8292555960437271,1.8294879009566685,1.8263985205732778,1.8414055080721747,1.8338945005611673,1.8293031907282873,1.8305602716468592,1.8317038339009117
3,4,1,1,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8561946902654867,1.827140549273021,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8,1.835566783831283
0,1,4,1,2,1,1,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8370044052863437,1.8343373493975903,1.8429602888086642,1.8288787483702738,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8168273444347065,1.8348573317175279
0,4,1,5,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.5538461538461539,1.8603411513859276,1.8417085427135678,1.8306636155606408,1.8345315659402381,1.8322505800464037,1.8518173345759552,1.7969613259668509,1.8248772504091653,1.8466593647316538,1.8360241625480505
3,4,2,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8491083676268862,1.8311688311688312,1.8395672333848532,1.8405365126676603,1.8452380952380953,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8168273444347065,1.8348573317175279
2,2,3,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.8463576158940398,1.8319661943823018,1.8149253731343284,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,2,3,5,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8241279069767442,1.82784,1.823076923076923,1.8375558867362145,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.852374839537869,1.8334981866139137
0,4,2,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8241279069767442,1.82784,1.8646441073512252,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,1,0,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8740629685157422,1.827140549273021,1.8370597243491578,1.8262150220913107,1.8343999101830022,1.8094457199081666,1.9,1.8419277785583814,1.8362339514978603,1.8471834913552705,1.835566783831283
2,1,2,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8728943338437978,1.8311688311688312,1.8395672333848532,1.8288787483702738,1.8335958595859585,1.8118682751874797,1.9213973799126638,1.8376140350877193,1.834099396725079,1.8214285714285714,1.8348573317175279
1,4,2,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.8507223113964686,1.8268482490272373,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8301363531314998,1.82715281234445,1.826896551724138,1.8360820306898036,1.7959183673469388,1.8334981866139137
1,4,0,5,2,2,2,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8502495840266222,1.8277419354838709,1.7949336550060313,1.830921553693831,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.8509090909090908,1.8296167247386759,1.8348573317175279
0,4,2,3,1,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8538071065989847,1.8319661943823018,1.845679012345679,1.8356164383561644,1.8338205531819205,1.8109339407744875,1.8473138548539114,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,2,3,3,2,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8392857142857142,1.8343373493975903,1.8446026097271648,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8248847926267282,1.8376140350877193,1.834099396725079,1.7914338919925512,1.8348573317175279
3,4,4,3,2,1,3,2,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.830935251798561,1.8303904501367818,1.8315854410857495,1.8188073394495412,1.8294879009566685,1.8078947368421052,1.823045267489712,1.8338945005611673,1.808857808857809,1.7380952380952381,1.8317038339009117
3,6,2,4,2,1,2,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8634496919917864,1.8568527918781725,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8263985205732778,1.823045267489712,1.8338945005611673,1.832140015910899,1.813753581661891,1.7980769230769231
0,0,3,1,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.8588588588588588,1.8347160178685387,1.8432727272727272,1.8352402745995424,1.8343999101830022,1.8354603463992707,1.8190045248868778,1.8419277785583814,1.8362339514978603,1.861256544502618,1.835566783831283
1,2,4,1,2,1,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8624260355029585,1.8366274706029522,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.8248772504091653,1.8310051107325382,1.7699115044247788
2,4,0,1,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8545176110260337,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.796276013143483,1.8317038339009117
3,4,3,4,2,1,0,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.7848101265822784,1.8319661943823018,1.89,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8387096774193548,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,3,1,2,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.7707006369426752,1.8366274706029522,1.8321592649310874,1.8334981866139137,1.8345315659402381,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8567656765676568,1.8360241625480505
0,4,3,5,2,2,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8396739130434783,1.8303904501367818,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8456413103831204,1.7878787878787878
0,4,5,5,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8396739130434783,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
3,4,0,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.8463576158940398,1.8319661943823018,1.8316279069767443,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.826896551724138,1.8360820306898036,1.8473917869034406,1.8334981866139137
0,3,0,5,4,2,0,2,2,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.87015503875969,1.8232499208108963,1.8321592649310874,1.8297705943691345,1.8345315659402381,1.8011204481792717,1.8518173345759552,1.8396345748418834,1.835801765878667,1.8466593647316538,1.8360241625480505
2,4,4,3,4,2,4,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8494208494208495,1.8018867924528301,1.91,1.828981723237598,1.8343999101830022,1.8023952095808384,1.8428030303030303,1.8419277785583814,1.8362339514978603,1.799342105263158,1.835566783831283
0,4,0,3,4,2,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.87015503875969,1.8232499208108963,1.8321592649310874,1.8297705943691345,1.8345315659402381,1.8011204481792717,1.8518173345759552,1.8396345748418834,1.835801765878667,1.8310051107325382,1.8360241625480505
1,4,1,5,4,2,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.8549323017408124,1.8568527918781725,1.8315854410857495,1.8462664714494876,1.8294879009566685,1.8087431693989071,1.8414055080721747,1.826027397260274,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,5,2,1,2,1,4,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8502495840266222,1.8343373493975903,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.8005464480874316,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8214285714285714,1.8348573317175279
2,5,3,5,2,1,3,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8344155844155845,1.8232499208108963,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8011204481792717,1.8271774394809084,1.8396345748418834,1.8481182795698925,1.8370786516853932,1.8360241625480505
3,4,1,5,1,1,3,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8624260355029585,1.8232499208108963,1.8142589118198875,1.8297705943691345,1.8345315659402381,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.8481182795698925,1.79296875,1.8360241625480505
1,1,3,1,2,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8276762402088773,1.8311688311688312,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8085106382978724,1.8348573317175279
0,6,2,5,2,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8309492847854356,1.8322114185988532,1.8067278287461774,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8186666666666667,1.8362339514978603,1.8358003442340791,1.835566783831283
3,4,2,5,2,1,2,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8360995850622406,1.8366274706029522,1.8321592649310874,1.8334981866139137,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.8409090909090908,1.8370786516853932,1.8360241625480505
0,4,2,1,2,1,4,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8229376257545271,1.8311688311688312,1.7949336550060313,1.8526946107784432,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8381962864721486,1.8348573317175279
3,4,4,5,2,1,0,2,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8066298342541436,1.827140549273021,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,1,2,2,1,4,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8203592814371257,1.82784,1.8348457350272231,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,1,1,5,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1.8507223113964686,1.8268482490272373,1.8348457350272231,1.8531994981179423,1.8338205531819205,1.875,1.8125,1.8375400920373728,1.8360820306898036,1.852374839537869,1.8334981866139137
0,4,1,5,2,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8502495840266222,1.853582554517134,1.8235294117647058,1.8328940432261465,1.8335958595859585,1.934782608695652,1.8248847926267282,1.8125,1.834099396725079,1.7914338919925512,1.8348573317175279
3,4,1,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8561946902654867,1.8322114185988532,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8190045248868778,1.8419277785583814,1.8345588235294117,1.8358003442340791,1.835566783831283
0,4,2,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8273542600896862,1.8303904501367818,1.8315854410857495,1.8188073394495412,1.8294879009566685,1.8263985205732778,1.823045267489712,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
1,4,2,2,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8417618270799347,1.8303904501367818,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8263985205732778,1.8414055080721747,1.826027397260274,1.8293031907282873,1.8305602716468592,1.8317038339009117
3,4,3,5,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8507223113964686,1.82784,1.8316279069767443,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.8473138548539114,1.8375400920373728,1.8360433604336044,1.8473917869034406,1.8334981866139137
1,1,2,1,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.834862385321101,1.8366274706029522,1.8321592649310874,1.8334981866139137,1.8235294117647058,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8567656765676568,1.8360241625480505
0,4,2,1,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.7878787878787878,1.8311688311688312,1.8429602888086642,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8125,1.834099396725079,1.8539140022050717,1.8348573317175279
0,4,3,3,2,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.7878787878787878,1.8277419354838709,1.8429602888086642,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8570508692852543,1.8348573317175279
1,1,2,5,1,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8728943338437978,1.8343373493975903,1.8429602888086642,1.8405365126676603,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8381962864721486,1.8348573317175279
3,4,2,3,2,1,1,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8633879781420766,1.8322114185988532,1.8067278287461774,1.8612862547288778,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.7774607703281027,1.8362339514978603,1.8178603006189213,1.835566783831283
0,4,2,4,2,1,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.858736059479554,1.8319661943823018,1.823076923076923,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.799151343705799,1.8241491085899513,1.832582322357019,1.8334981866139137
2,4,4,5,2,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8948655256723717,1.8319661943823018,1.8646441073512252,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.799151343705799,1.8360433604336044,1.8112379280070237,1.8334981866139137
1,4,2,5,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8888888888888888,1.827140549273021,1.8432727272727272,1.8352402745995424,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8186666666666667,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,2,5,3,2,2,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8549323017408124,1.8216805644644003,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8355263157894737,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
1,4,2,5,3,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8549323017408124,1.8303904501367818,1.8033472803347281,1.8188073394495412,1.8241758241758241,1.8355263157894737,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8456413103831204,1.8317038339009117
0,4,3,5,3,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8493975903614457,1.8319661943823018,1.845679012345679,1.8356164383561644,1.8338205531819205,1.881578947368421,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,2,3,0,3,2,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8549323017408124,1.8288524590163935,1.83594604447685,1.8292555960437271,1.8294879009566685,1.8355263157894737,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8305602716468592,1.8317038339009117
0,4,3,3,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8601769911504424,1.8277419354838709,1.8395672333848532,1.830921553693831,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8376140350877193,1.834099396725079,1.7914338919925512,1.8348573317175279
3,4,3,5,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.8527291452111225,1.8366274706029522,1.8321592649310874,1.8297705943691345,1.8345315659402381,1.8163923846402066,1.8436213991769548,1.8396345748418834,1.835801765878667,1.8466593647316538,1.8360241625480505
0,4,3,1,3,1,2,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.87015503875969,1.8362944162436547,1.8417085427135678,1.8297705943691345,1.8235294117647058,1.8322505800464037,1.8271774394809084,1.7969613259668509,1.835801765878667,1.8310051107325382,1.8360241625480505
0,4,3,5,3,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8537074148296593,1.8277419354838709,1.8429602888086642,1.8328940432261465,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8219824679703305,1.834099396725079,1.8296167247386759,1.8348573317175279
0,4,2,2,3,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.8537074148296593,1.8311688311688312,1.8395672333848532,1.8288787483702738,1.8335958595859585,1.834525732748673,1.8268872030841936,1.8376140350877193,1.8312,1.7954545454545454,1.8348573317175279
2,4,1,2,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.8309492847854356,1.8322114185988532,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8244897959183672,1.8149171270718232,1.835566783831283
3,4,4,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1.8463576158940398,1.82784,1.8426966292134832,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.8125,1.8375400920373728,1.8065934065934066,1.8448753462603877,1.8334981866139137
0,4,4,5,2,2,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.8431105047748977,1.8322114185988532,1.8432727272727272,1.8352402745995424,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.841688654353562,1.8471834913552705,1.835566783831283
0,4,1,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.8463576158940398,1.8319661943823018,1.8316279069767443,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.6666666666666667,1.8360433604336044,1.852374839537869,1.8334981866139137
0,1,4,3,2,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8253012048192772,1.8366274706029522,1.8321592649310874,1.8297705943691345,1.8345315659402381,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.835801765878667,1.79296875,1.8360241625480505
